Tweet;Creation_date;Name;User;location;retweets;favorites;friends_count;followers_count
@Danylawyer1 @arara_ Porém com os correios é diferente! hj em dia temos meios de entregas como por exemplo temos empresas privadas comprando aviões ou aeroportos aderindo ao serviço de entregas (como a AZUL, por mais que não seja novidade no sudeste,sul ou centro-oeste.Por aqui é.);Lucas Natanael;LucasLz17;2020-11-23 23:30:30;Maceió-AL;0;0;402;26
@badgalrcr @arara_ historicamente não porém nos ultimos anos sim como por exemplo a unidade de destribuição da amazon em recife e a AZUL em Maceió;Lucas Natanael;LucasLz17;2020-11-23 23:23:31;Maceió-AL;0;0;402;26
"Jogabilidade é o melhor canal da twitch, sem dúvidas!
o povo fez uma live de 48hrs maravilhosa. Queriam arrecadar 15k pro Instituto Arara Azul e Instituto Homem Pantaneiro e conseguiram + de 61k. Fizeram sorteio de jogos, consoles... TODO A GRANA VAI PROS INSTITUTOS!";Lion;leonamlopes;2020-11-23 22:33:10;Brazil;0;0;931;613
"@Yata_Lol comenta um ""."" que eu faço uma análise de você

• seu apelido na minha cabeça:enzo
• gosto de você: arara azul
• oq acho de você: zoológico
• o quão próximo somos:egito";☃️𝚕𝚎𝚔𝚘 𝚗𝚊𝚝𝚊𝚕𝚒𝚗𝚘❄️;Lekomene;2020-11-23 22:19:59;n sei escreve direito;0;1;358;308
@gabriel_tanan @szrobztone @arara_ @TotalExpress mas isso dependendo do investimento sobre elas é totalmente notorio que os correios tem muito mais do que essas privadas e elas sim prestam um serviço descente para os nordestinos a AZUL mesmo ajudou bastante aos MEI daqui;Lucas Natanael;LucasLz17;2020-11-23 21:50:38;Maceió-AL;0;1;402;26
@gabriel_tanan @szrobztone @arara_ eu e meus pais fizemos produção de mascaras para a quarentena e conseguimos um cliente em SP o correios me cobrou cerca de 80 conto sendo que a encomenda iria chega lá depois de mes a AZUL fez o mesmo preço e a encomenda chegou em 2 DIAS;Lucas Natanael;LucasLz17;2020-11-23 21:35:04;Maceió-AL;0;1;402;26
@gabriel_tanan @szrobztone @arara_ @gabriel_tanan é obvio que tem empresas foda poahhh tem a @TotalExpress  que trouxe minha mercadoria em 4 DIAS , tem a SEQUOIA que trouxe minha encomenda em 1 SEMANA e tem também a AZUL e só para complementar;Lucas Natanael;LucasLz17;2020-11-23 21:34:07;Maceió-AL;0;1;402;26
"Caralho, o trampo MONSTRUOSO do @jogabilidade que arrecadou em menos de 48h de live na Twitch &gt;R$52K&lt; que serão revestidos ao Instituto Arara Azul e Instituto Homem Pantaneiro, para ajudar contra os incêndios no Pantanal!!! Lindos demais!!!
@maajin @Sushi0 @rafaelqa @tengumaru";Mateus Santos;mateusjsan;2020-11-23 20:59:45;Bello Horizonte, Brasil;0;4;297;126
@eikebatista Lauro diz q a  Eneva está perto de anunciar compra do polo de Urucu, da Petrobras, localizado na Bacia do Solimões (AM). No polo estão sete concessões de produção de petróleo e gás natural: Carapanaúba, Leste do Urucu, Rio Urucu, Araracanga, Arara Azul, Cupiúba;Thereza Fontoura;therezafontoura;2020-11-23 19:59:30;;0;0;180;322
@ReservaTin Arara Azul e Abelha;Micael 🎈;PKallzey;2020-11-23 19:31:48;;0;0;927;451
@mateus505_ manivela virou uma arara azul do oeste por uns minutos;lut, o coroninha;euocrona;2020-11-23 18:26:18;Jacareí, Brasil;0;2;330;54436
toda a renda arrecadada durante a live será revertida ao Instituto Arara Azul e Instituto Homem Pantaneiro, organizações que estão trabalhando para recuperar os danos causados pelos incêndios no Pantanal. doa aí também! #jogabiliday https://t.co/ev9rmwAcaV;mikannn;hey_mika;2020-11-23 18:09:43;São Paulo, Brazil;18;89;3783;186933
@junindadozekkk @maiconkusterkk Uuuumm chama nois pro churras de arara azul;danz;danz94151668;2020-11-23 17:19:33;;0;0;19;0
"já tá em 40 mil a arrecadação para o Instituto Arara Azul e o Instituto Homem Pantaneiro

começaram achando que bater 15 era difícil

os manés não têm noção do poder positivo de uma comunidade bem nutrida

vai lá que ajudar concorre a um monte de consoles

https://t.co/hDA5Q6JTte";Caio Corraini 🌊;CaioCorraini;2020-11-23 15:41:39;São Paulo;20;180;325;33571
"@ReservaTin arara azul e abelha&gt;&gt;&gt;&gt;&gt;";𝐲𝐚𝐧 𝐟𝐫𝐨𝐦 𝐫𝐢𝐨;yanisresilient;2020-11-23 15:35:12;moonlight ;0;1;2228;1677
@ReservaTin Arara azul so pq eu tava kkkk;Brυɴα;brunanitta;2020-11-23 15:26:06;since 2013 by your ɑnittɑ;0;2;1442;2159
@Casimiro Arara azul não é selvagem, inclusive as que vc me vendeu eram bem dóceis;Guilherme;Guilher60319408;2020-11-23 15:09:12;;0;0;45;4
@ReservaTin Pantera e Arara azul;𝐀𝐍𝐆𝐄𝐋;mundoanitter;2020-11-23 15:06:48;Brasil;0;0;1297;1514
@jxnivr_ Ue e aquela arara azul q tu me vendeu ontem? Depositei hj;Gusfring 😡;Gusfring021;2020-11-23 14:39:11;Tere rj;0;0;515;477
"Gabiru
Arara-azul
Tucano
Tubarão
Sagui https://t.co/WYQOIj1XZz";BEBIDA SABOR ÁGUA;ewertu;2020-11-23 13:45:08;Cavaleiro, PE;0;1;671;470
@informandopop Tá tão sem graça sem o loro, eles podiam colocar um novo animal, uma arara azul qualquer coisa;J🪐ÃO;Mrcarterfeud;2020-11-23 13:42:42;Belo Horizonte, Brasil;0;0;528;415
@Casimiro e aquela arara-azul q ce me vendeu;Drico mago🇧🇷;AdrianoszZZ;2020-11-23 13:35:15;Rio de Janeiro, Brasil;0;0;344;102
@Casimiro https://t.co/hiO7pdQAcy corre que a casa caiu;BI E HEPTA CAMPEÃO!;MatheusMfmc;2020-11-23 13:34:22;;0;0;389;135
"esse ano a campanha do #jogabiliday é beneficente, com toda a arrecadação indo para o Instituto Arara Azul e o Instituto Homem Pantaneiro

doe, salve o pantanal, faça eles baterem mais meta, concorra a videogames https://t.co/jluJF8zDGB";lo-fi hiphop radio 24/7;poisony3k;2020-11-23 12:56:23;;0;0;108;32
"@wldkaiser @marsealnz Nicolas : Q top esse cabelo , gostei , vô te chamar de arara azul
(Ficou muito top) https://t.co/dEgwTQVl62";Xulinhaa;Xulinhaa3;2020-11-23 12:48:56;;0;2;1807;105
Você é amigo de Luciano Pozzan? Você é capaz de saber o que este homem é capaz de fazer? Luciano pozzan ja fez muitas coisas de errado, nossa equipe consegiu flagrar ele num ato impiedoso, pisando em uma pobre Arara-azul, veja a foto... Siga para mais podres @Pozzan18 https://t.co/XU5jKwpMNL;Podres;podrespodres;2020-11-23 10:12:51;Cia;1;1;5;1
@BiodiversidadeB Uma arara azul;Daniel;dadabhoficial;2020-11-23 06:10:02;Belo Horizonte, Brasil;0;0;306;399
@LuisZanetini Sim, e a arara azul é verde;O tal do André 🇧🇼;jb_andre_;2020-11-23 02:51:52;Pato Branco & Chapecó capital;0;0;50;55
"O @jogabilidade tá fazendo uma Live de 48h. Toda a arrecadação vai pro Instituto Arara Azul e Instituto Homem Pantaneiro. Estão jogando Gartic Phone agora. Chorando de rir :P

https://t.co/WW14r6wujB";Juan Lopes;juanplopes;2020-11-23 02:30:56;Rio de Janeiro, Brasil;27;37;496;3289
Eu pago pau dms para a Arara Azul 🥰;Barroso;barrosogiovann;2020-11-22 23:05:59;Guarujá, Brasil;0;0;170;177
@LuvasFazenda12 bota uma arara azul para simbolizar que tem que proteger os animais e já era man;HBO Max BR (Não Oficial);HBOMAX_Brasil;2020-11-22 22:18:33;;0;0;57;685
Luan é padrinho do Instituto Arara Azul desde 2014 #OPantanalChama;Bru;opsluanjo;2020-11-22 22:14:00;;2;1;4723;20928
"""Isso aí ja é outro assunto, quero terminar de falar do Instituto arara azul primeiro"" KKKKKKKKKKKKKK #OPantanalChama";gi.;cheirinhols;2020-11-22 22:13:49;;0;0;3963;4040
Arara Azul merece toda atenção mesmo aaaaaaaaar #OPantanalChama;xoxo, Laisla Sharon 💓⚔️ #911;LoopyReasons;2020-11-22 20:48:13;Deus. Mãe. Stefani. Lucas.;0;0;896;2406
Comprei uma caneca tão linda da LS Shop tem arara azul... apaixonei  #OPantanalChama;Geovana ✌🏼😗;FcAmorinfinito1;2020-11-22 20:11:16;Santa Fé do Sul;0;0;1779;5710
"Arara Azul
O Instituto foi criado em 2003. Tem como principal finalidade, a conservação ambiental. Desenvolvido há 30 anos no Pantanal, mantendo as populações de araras azuis livre em seu ambiente natural. 
Doe: https://t.co/0u7kVd8jJC";Ana Luiza;detalhesslr;2020-11-22 19:49:47;;2;0;769;918
Uma música que traz paz: Arara Azul.;Andressa Jackiw;amjackiw;2020-11-22 19:35:15;;0;0;63;30
"É possível também, fazer doações em sites de institutos relacionados ao Pantanal. O Instituto Arara-Azul é um deles e está aberto para doações pequenas e grandes, oferecendo brindes para quem doar. 

https://t.co/njg6FlpZu1 #OPantanalChama https://t.co/TBkztOOARh";ٰbel;luancomacucar;2020-11-22 19:23:28;Pernambuco, Brasil;3;3;2081;3698
@Iuizyn MEU DEUS SIM ALSOSKWOSJESODK se n tem fofoca da rua tem fofoca de roubo de tomate e arara azul;𖨆 Sapphirus Fat Cat;petdeeboy;2020-11-22 19:01:52;Eu dou a patinha;0;0;129;153
O @jogabilidade está fazendo uma live de jogos de 48h para arrecadar doações para o instituto Arara Azul e Homem pantaneiro! Vamos ajudar! @fiscaldoibama https://t.co/j9nj0hxcFd;Alvaro;AlvaroCN;2020-11-22 14:20:50;Brazil;0;0;494;216
Bom dia, sonhei que eu tinha adotado uma arara azul e ela era um amor, ficava desenhando na parede do meu quarto com um giz de cerca;Viih: Party (goth) Powerpuff Girl;elloria_;2020-11-22 14:07:33;Brasil;0;2;579;544
"Essas são as araras-azul-de-lear
Não são pets e estão entrando em estado de perigo de extinção. 

Vivem áreas rochosas e têm uma relação daora c gado (elas comem um tp de semente q o gado n digere aí elas comem da bosta dele)

Ah e elas não é a ararinha azul nem a arara azul https://t.co/wI9DTrECme";Luis;naoligo_eu;2020-11-22 13:10:02;Governador Valadares, Brasil;0;2;220;249
Eles tão fazendo uma live beneficente de 24 horas. Todas as doações feitas para o Jogabilidade durante esse período serão revertidas para o Instituto Arara Azul e Instituto Homem Pantaneiro, que atuam no combate aos danos causados pelos incêndios no Pantanal.;André Alcântara;AndreAlcantaraz;2020-11-22 12:43:26;Sergipe;0;2;367;365
"- 20 horas e 46 minutos, Revelado esquema de lavagem de dinheiro na Arara Azul
- 20 horas e 50 minutos, Meta surpresa foi criada de 30k
- 20 horas e 52 minutos, Outra meta foi descoberta, Jogabilidade vai comprar o Pantanal e formar o #JogabiliAnal.";\3))@;feijaoegostoso;2020-11-22 11:09:52;no data;0;1;358;14
@PauloVieiraReal A formiga seria bem útil eu acho , ou a Arara Azul, lindo lindo;Jennifer Messias;JenniferMessia5;2020-11-22 07:14:30;;0;0;162;6
"O meu cabelo tá meio verde, meio loiro, meio roxo e meio azul 
Deve ser por isso que a minha mãe tá me chamando de arara 🤡";Bruna;fuckinghoIt;2020-11-22 04:42:44;;0;1;266;756
@fastpxce EU TE AMO MEU XUXUZINHO MEU MAR MEU CEU MINHA ARARA AZUL OBRIGADA OBRIGADA OBRIGADA;𖣦;woozisart;2020-11-22 03:05:53;우지 • 키노 • 여상 ♡ ;0;1;295;282
Homem fiel igual eu é igual arara azul , uma espécie rara de se encontrar. 🥰;🆁🅾🅳🆁🅸🅶🅾🇦🇱;RodriigoDiias0;2020-11-21 23:55:57;🇩🇪;0;1;199;230
"@AngelaMerkel_DE Algo a declarar sobre a arara azul do Brasil??? É a nossa madeira???

https://t.co/vDBNAPegEF";Carol Alvis;CarolAlvis5;2020-11-21 23:55:22;;0;0;276;95
"tá rolando o #jogabiliday!

além de ser uma live que vai longe, o pessoal do @jogabilidade ta arrecadando doações em prol do Instituto Arara Azul e do Instituto Homem Pantaneiro!

VENHÃO!!
https://t.co/xgKn69UwaZ
https://t.co/xgKn69UwaZ

https://t.co/6Pd92UJgJ2";Pri Ganiko 🎃 de férias!;priganiko;2020-11-21 23:29:52;;17;88;1450;8347
@bunny_n_bees Olha nico, encontrei uma arara azul na floresta onde eu estava https://t.co/4eioedVgfP;Doug;DouglasThee;2020-11-21 23:17:19;;0;2;122;80
@BiiaahFN me da uma arara azul?;sentinela🐍;Sentinel4_;2020-11-21 22:52:26;;0;0;174;202
aaa uma arara azul ou um cachorrinho que fica pqn pra sempre aaa ou um pinguim tudo https://t.co/Gb5YE2PklL;marii⚯͛☂️;4_marii;2020-11-21 21:48:34;Hogwarts;0;0;3056;2314
"Traaaaaaa! 
Uma nova arara-azul 💙🗣🗣🗣 https://t.co/bxiAGnLxku";Arara-azul 💙;ivanpacificos;2020-11-21 20:36:47;Trindade, Brasil;0;10;82;74
ta blz vcs tem crush num tigre mas e eu q tenho crush numa arará azul      a jade;cadelinha do L;heryukboss;2020-11-21 19:50:04;♡;0;0;2886;2525
"@eutaysreis @InfosTaysReis Arara azul
TAYS ORGULHO NORDESTINO";Sr.pinguim🦅☀️👸🏿;Gomesjefffd;2020-11-21 19:46:33;;0;0;868;536
6. gosto de todo tipo de animal mas o oq eu acho mais foda eh a arara azul;Jair Menissias;jmenissias;2020-11-21 19:15:42;Brasília;0;0;158;1239
@LukduarteD To ligando o pc cabeça de arara azul banhada a coco de orangotango;Murii;muriiedits;2020-11-21 17:20:10;;0;1;10;9
Eu vi um homem atravessando a avenida com uma arara azul (viva, e de verdade) no ombro.;Denis Pessoa 🏳️‍🌈;denis_pessoa_;2020-11-21 14:07:38;São Paulo, Brasil;0;1;508;174
Eu não tô vendo um cara com uma arara azul no ombro não né!;Dinho;viahDinho;2020-11-21 13:24:42;São Bernardo do Campo, Brasil;0;1;41;10
@euchamaria Arara azul à passarinho pode? @Casimiro;BrunoCRVG;brnoooliveira;2020-11-21 13:05:01;;0;0;195;3
"@opropriofaka ""Governo Bolsonaro virou uma Arara-Azul de cor vermelha e instaurou um futebol com bolas quadradas no Brasil""
🤪🤪🤪🤪🤪🤪🤪";Ricardo Tadeu🇧🇷;rtlmj27;2020-11-21 02:36:56;;0;0;148;190
@MicheleOrnieski Eu queria pegar a camiseta da arara azul, só que fiquei em dúvidas, todas as estampas estão bonitas, aí peguei a da diversidade e uma caneca da arara;🦜Luana Yanka Caroline🐯;luanayanka7;2020-11-21 01:35:39;Luan seguiu 03/11/18;0;0;400;3860
@nenisvittar A Pablo tá parecendo uma arara azul quase em extinção 😄;Gilvan Costa;GilvanC90506219;2020-11-21 00:36:13;;0;0;41;0
A primeira coisa que vi por aqui foi um casal d arara azul sinceramente fodasse tudoh;edson_gomes-arvore.mp3🐦;Facocoisas;2020-11-21 00:36:06;;0;4;259;115
pato, arara azul, mc poze = a visão q a maria eduarda tem d mim;•cr: the kiss of deception;Iouiepsycho;2020-11-20 23:56:02; 𝐓𝐎𝐌𝐋𝐈𝐍𝐒𝐎𝐍;0;0;356;1644
@euchamaria Ih, chama a polícia pq ele vai querer colocar arara azul na churrasqueira;vinicks;vinickskkk;2020-11-20 23:23:02;;0;144;2104;1000
@raresinais doando no site do instituto arara azul O LUAN SANTANA;gab 🐙• 🕵🏽‍♀️•💥;gabsmonc;2020-11-20 22:51:27;Vila Velha, ES ;0;0;2331;2396
"doe qualquer valor pelo site do instituto arara azul: https://t.co/YUdALoIdW7

O LUAN SANTANA";gab 🐙• 🕵🏽‍♀️•💥;gabsmonc;2020-11-20 22:12:59;Vila Velha, ES ;0;0;2331;2396
comprei a camiseta da arara azul, achei tão maravilhosa, eu ia pegar a caneca mas já tem 790 canecas aqui em casa, ia guardar no rabo daí;𝑴𝒊𝒄𝒉𝒆𝒍𝒆 𝑶𝒓𝒏𝒊𝒆𝒔𝒌𝒊 🤓;MicheleOrnieski;2020-11-20 21:59:59;Ponta Grossa -PR;0;0;1112;1612
Como assim scrr as melhores notícias desta semana... a arara azul da Amazónia não está mais extinta há que amar ciência https://t.co/APjFWxXZcQ;Joana;joanabbx;2020-11-20 21:55:06;Lisboa, Portugal;0;1;150;117
"Três filhotes de arara-azul nascem por incubação artificial em zoo de Itatiba

De acordo com o zoo, é a primeira vez que a espécie se reproduz no local; arara-azul é uma das espécies que está ameaçada de extinção.

https://t.co/uFdKcaxkRX";JORNAL MAIS BRAGANÇA;MaisBraganca;2020-11-20 21:00:29;Bragança Paulista, Brasil;0;1;23;294
Arara azul é um dos bixo mais foda que tem aqui no Brasil, infelizmente a gente conseguiu colocar elas na lista de espécie em extinção,  muito foda que conseguiram fazer os bebê nascer assim https://t.co/qqtqls0Guo;Aucøne;audryameliot;2020-11-20 20:34:47;;0;0;484;457
eu aq me achando feia devia tá agradecendo por não ser um filhote de arara azul https://t.co/9hqlJKk75X;★ Carolina Duchannes;carrietlol;2020-11-20 20:27:30;BH - MG;0;3;1175;2053
"Família reencontra Arara-azul Canindé que desapareceu em Barra Mansa 
#diariodovale #reencontrada #araraazulcanindé #barramansa
https://t.co/Gb65r7FwMx";DIÁRIO DO VALE;diariodovale;2020-11-20 20:09:55;Volta Redonda;0;1;96;12064
@mathbellion fodasse arara azul despenada;betinho;folklorexo;2020-11-20 18:38:09;ts;0;0;74;63
@samuluizzz @g1 veterinária ok, mas arara azul???? Muito específico;SHESHEI;SHESHEI10;2020-11-20 18:29:54;Belo Horizonte, Brasil;0;0;88;63
@CostaYsmael Essa espécie em extinção é curiosa, por isso me chama a atenção, tipo ver uma arara azul, só que é menos agradável devido a burrice enraizada kkkkkkkkkkk;HALFBOMB;c4retinh4;2020-11-20 18:07:50;;0;0;203;150
@gatopretorr KKKKKKKKKKKKKKKKK raspei o saco ta so o courinho da arara azul;alice voltou de wonderland (a viagem foi terrivel);brdrlnalc;2020-11-20 18:02:19;salvador - ba;0;0;291;398
"@BTSxSUL @radionajua @BTS_twt @BTSxNORD @BTSxBRAZIL @BigHitEnt @BTSxSUD @BTSxCENT @BTSxNORTE @BTS_jp_official Ooi, @radionajua! Gostaríamos de ouvir o lançamento #LifeGoesOn do @BTS_twt na sua programação! Grate 💜 
#BTS_BE #LifeGoesOnWithBTS 

Arara Azul";Lizzaᴮᴱ ⁷;LyzJC;2020-11-20 17:51:28;Brasil;0;0;429;71
"Nasceram três filhotinhos de arara-azul no Zoológico de Itatiba.

Defendam e lutem pelos zoológicos, galera. Eles são fundamentais no país. https://t.co/zzImaSxnIy";Pedro Sobreiro;pedro_sobreiro;2020-11-20 17:41:56;;0;2;417;190
@rafaelNO2 @Beaksguy @NSense_p Eu vi isso numa matéria sobre filhotes de arara azul kkkkkkkkkkkkk;𝐒𝐦𝐢𝐭𝐡 𝐖;WinstonS984;2020-11-20 17:00:33;;0;2;28;4
"Que coisinha mais feia!

Três filhotes de arara-azul nascem por incubação artificial em zoo de Itatiba https://t.co/hjzPfZoxsT https://t.co/CLu3tD9tvZ";Peter Coast;vincentmoschen;2020-11-20 16:38:25;Luziânia, Brasil;0;2;1043;3345
"Queria ser igual arara-azul, horrível filhote e lindo dps que cresce 
Mas foi ao contrário cmg https://t.co/VLcx1cVx90";𝔻 arrascaetta🇫🇷;D_arrascaetta;2020-11-20 16:36:55;Stm/PA;0;8;903;1168
Mano, eu queria ter uma Arara azul, bicho bonito pra caralho 😍;Nike Boy ⚫️⚪️;jemateusgarcia;2020-11-20 16:33:35;Campinas;0;0;2590;2715
"E a @ que disse que sonhou com um papagaio, mais era azul? 

Não seria uma arara? Kkkkkk";🏳️‍🌈 E. Fabrini 🇧🇷;elenfcgomes_;2020-11-20 16:11:36;Sombrio, Brasil;0;0;293;78
Que Maravilha !! Viva a nossa Fauna e Flora , preservar sempre  , vamos respeitar as outras espécies. Três filhotes de arara-azul nascem por incubação artificial em zoo de Itatiba https://t.co/r5MWavzdNL #G1 https://t.co/S3uQP7kP5S https://t.co/3CMngBVQAA;Antônio Vargas Neto;vargas_neto;2020-11-20 16:00:43;Salvador, Brasil;0;0;2067;307
MANO O BLUE NÃO É UMA ARARA AZUL! ELE É UMA ARARINHA AZUL MANO MEU DEUS QUE VIDA MENTIROSA;𝒜𝓃𝓃𝑒❀;Arettlesnake;2020-11-20 15:56:22;PVH city ;0;0;421;812
Arara azul em situação de barril https://t.co/HUnBOpiVqP;Laura Mamba 🤖🐍;LauraBitu;2020-11-20 15:30:49;Clube regatas de konha ;0;2;741;809
meu deus eu sonhei com arara azul????????????? https://t.co/s5x6Ojo9zB;mi le na;mlben10;2020-11-20 15:26:41;;0;10;275;387
@RitoSan__ Q três filhotes de arara-azul nasceram por incubação artificial em zoo de Itatiba;hikki;hikkinoon;2020-11-20 15:20:30;Brasília, Brasil;0;2;209;1256
"""Zooparque Itatiba registra nascimento inédito de arara-azul - Jornal de Vinhedo""

Ajude nossa causa: https://t.co/GuZBd6uzZI

#MudançasClimáticas #PolítcaAmbiental #MeioAmbiente #LicenciamentoAmbiental #AcordoDeParis #MOLDE
https://t.co/qLVEnxkvtD";MOLDE;MoldeLife;2020-11-20 15:17:50;Belo Horizonte, MG, Brasil;0;0;13;35
Eu tô apaixonada demais por esses filhotinhos feios de arara-azul! https://t.co/GGKrvLtxWK;'Nein, lesbich';MemingerL;2020-11-20 15:12:25;;0;0;327;317
3 filhotes de arara-azul nascem por incubação artificial no zoológico de KItatiba;gremiogaucho_;gremiogaucho3;2020-11-20 15:04:42;São Leopoldo ;0;2;3105;2610
Zooparque Itatiba registra nascimento inédito de arara-azul https://t.co/fbDqNYfaFC via @jornaldevinhedo;Instituto MAIS;InstitutoMAIS;2020-11-20 14:59:48;São Paulo;0;0;193;2981
"Ano com maior quantidade de queimadas de biomas brasileiros registradas nas últimas décadas, tráfico de animais, aquecimento global: 😴😴😴😴😴😴😴
Filhotes de arara-azul nascendo de incubação artificial pra preservar a biodiversidade: https://t.co/FWXpnd45pM https://t.co/7TNsV5IJdN";Computeiro;BernardJosBuen;2020-11-20 14:59:21;Assis Chateaubriand, Brasil;1;0;396;211
nossa senhora eu n fazia a mínima ideia que arara azul nascia mais feia que meu irmão, pqp que isso que bagulho feio https://t.co/Jus1JEUmuK;𝕾𝖆𝖇𝖗𝖎𝖓𝖆ⓟ;_sabrns;2020-11-20 14:57:29;Barueri, Brasil;0;0;546;191
